"","RNA.0","RNA.1","RNA.2","RNA.3","RNA.4","RNA.5"
"ENSG00000141664",0.0991999412812075,0.0193311281496263,0.131640166750063,0.0742312170074415,0.00908975291828174,0.0460281922655285
"ENSG00000278017",0.00110324148446809,0.00285433175771716,0.00326404239035512,0.00260349958272734,0.0039030639281423,0
"ENSG00000081913",0.0609806934268899,0.00708406306652121,0.0058703282025253,0.0252504595397216,0,0.00511165386799342
"ENSG00000171791",0.00344193427341991,0.137474393202419,0.0430403217765895,0.0237140878928693,0.0379703790568457,0.0654050710913991
"ENSG00000283125",0,0.00282903906552769,0,0.000907929811695463,0.00375707896630878,0
"ENSG00000119537",0.245412735055916,0.05143662572997,0.0979307212437247,0.233150061939601,0.048117691691,0.0506344524373002
"ENSG00000267390",0.0313148195855762,0.00283731626455368,0.00333119175291195,0.012831885021263,0.0107942168138983,0
"ENSG00000119541",0.155541474047504,0.138178568588835,0.169846924397368,0.156153360260758,0.134827372381179,0.222497544411017
"ENSG00000206075",0,0,0,0,0,0
"ENSG00000166634",0,0,0,0,0,0
"ENSG00000197641",0,0,0,0,0,0
"ENSG00000206073",0,0,0,0,0,0
"ENSG00000057149",0,0,0,0,0,0
"ENSG00000206072",0,0,0,0,0,0
"ENSG00000166396",0,0,0,0,0,0
"ENSG00000197632",0,0,0.00836537677489889,0.000887321502375976,0,0
"ENSG00000242550",0,0,0.00336447771548605,0,0,0
"ENSG00000221887",0.00027842318280367,0,0,0.00086782533102853,0,0
"ENSG00000166401",0.0267232614447571,0.00755759193088234,0.0717309267393913,0.0355089728414271,0.0146057289681677,0.0148619699334613
"ENSG00000179676",0,0,0,0,0,0
"ENSG00000267134",0,0,0,0,0,0
"ENSG00000266952",0,0,0,0,0,0
"ENSG00000263863",0,0,0,0,0,0
"ENSG00000264131",0,0,0,0,0,0
"ENSG00000264232",0,0,0,0,0,0
"ENSG00000265217",0,0,0,0,0,0
"ENSG00000081138",0.000260140350460158,0,0,0.000691051902968244,0,0
"ENSG00000263622",0,0,0,0,0,0
"ENSG00000071991",0.000562032063914413,0.000951000675229369,0.00168280593115939,0.030865723831757,0.00194607715082581,0
"ENSG00000260578",0,0,0,0,0,0
"ENSG00000171451",0.0442790555015696,0.0032954006711343,0.00418392267748895,0.0729033916144495,0.00553904475064971,0
"ENSG00000263424",0.000265639675763648,0,0,0,0,0
"ENSG00000265533",0,0,0,0,0,0
"ENSG00000263594",0,0,0,0,0,0
"ENSG00000265555",0,0,0,0,0,0
"ENSG00000264634",0,0,0,0,0,0
"ENSG00000264869",0,0,0,0,0,0
"ENSG00000264699",0,0,0,0,0,0
"ENSG00000265425",0,0,0,0,0,0
"ENSG00000166479",0.0745266130565392,0.0457740469403669,0.065447705793727,0.118738906402998,0.096065608540786,0.0781205371050824
"ENSG00000150636",0.00190074252443613,0.00851093475279087,0.0058030066338179,0.0239792503175671,0.00736804051519266,0
"ENSG00000263637",0,0,0,0,0,0
"ENSG00000264472",0,0,0,0,0,0
"ENSG00000264705",0,0,0,0,0,0
"ENSG00000278532",0,0,0,0,0,0
"ENSG00000206052",0.00213591476654822,0.00141228816831453,0.000852920171881763,0,0,0
"ENSG00000265643",0,0,0,0,0,0
"ENSG00000266840",0,0,0,0,0,0
"ENSG00000150637",0.00111668754652113,0.0609271577147765,0.0494461348982484,0.0114128987851376,0.00940500588494305,0.0410371369528719
"ENSG00000176225",0.0113069221927563,0.00661788428381328,0.00420200202307055,0.00847362929262768,0.00936510909411354,0.00523822668695145
"ENSG00000170677",0.0904597572661308,0.00566874713906575,0.0215661693991951,0.055413198271954,0.00372511932421229,0
"ENSG00000266258",0.0287854750521039,0,0,0.000884638738026744,0,0
"ENSG00000266304",0.00480288587687639,0,0,0.000903665688535092,0,0
"ENSG00000266278",0,0,0,0,0,0
"ENSG00000263417",0,0,0,0.000867528952624824,0,0
"ENSG00000265781",0,0,0,0,0,0
"ENSG00000265484",0,0,0,0,0,0
"ENSG00000260676",0,0,0,0,0,0
"ENSG00000265352",0,0,0,0,0,0
"ENSG00000260457",0,0,0,0,0,0
"ENSG00000265995",0,0,0,0,0,0
"ENSG00000141668",0,0,0,0.00170385110983549,0,0
"ENSG00000166342",0,0,0,0,0,0
"ENSG00000263958",0,0,0,0,0,0
"ENSG00000265380",0,0,0,0,0,0
"ENSG00000263655",0,0,0,0,0,0
"ENSG00000141665",0.00127548036096311,0.000929412581234461,0.00163940625608457,0.00173982871527595,0,0
"ENSG00000075336",0.0526509501986617,0.0122846126600628,0.0345831316312123,0.0551981204846948,0.0744223709968527,0.0659345314512569
"ENSG00000260569",0.00025950465135565,0,0,0,0,0
"ENSG00000166347",10.2564742142914,0.285991609162404,0.326451528057062,1.18403267805578,0.305748391616364,0.53193718733802
"ENSG00000206043",0.000277602912992451,0,0,0,0,0
"ENSG00000259779",0,0,0,0,0.00193262062467243,0
"ENSG00000187773",0.000269816585639378,0,0,0.0043081765252718,0,0
"ENSG00000133313",0.330204753874159,0.101361561511573,0.36550902932928,0.193034795705258,0.236748514075391,0.199849829215636
"ENSG00000150656",0.102665756759723,0.00423406862724686,0.00254621361523875,0.00176704181350273,0.00714852372111444,0.0102353136303018
"ENSG00000264340",0.000273804529700454,0,0,0,0,0
"ENSG00000264247",0.0292740118648734,0.0401095569951576,0.0230885571048097,0.0391612932904055,0.0546598968508149,0.0823420999408927
"ENSG00000215421",0.0142879272249629,0.00854017798466537,0.0157813072278744,0.0146661035128215,0.0264692013006619,0
"ENSG00000278607",0,0.00282953634134906,0.00334000721443774,0.00078585632911878,0,0.00981027185842068
"ENSG00000273669",0,0.00707860561470794,0.00249388885875133,0.000901701056499138,0,0.0105123996066031
"ENSG00000180011",0.0695561724165784,0.0349366352555944,0.0572879918791566,0.102127084389914,0.023324668061842,0.108011071227428
"ENSG00000179981",0.0591849631104144,0.037332120564088,0.0316140641339384,0.0986478523412539,0.016618012124381,0.0670672836749161
"ENSG00000276993",0,0,0,0,0,0
"ENSG00000264116",0,0,0,0,0,0
"ENSG00000206026",0,0.000478961499289647,0,0,0,0
"ENSG00000266774",0,0,0,0.000889361387024412,0,0
"ENSG00000261194",0,0,0,0,0,0
"ENSG00000266460",0,0,0,0,0,0
"ENSG00000264108",0,0,0,0,0,0
"ENSG00000266743",0,0,0,0,0,0
"ENSG00000264260",0,0,0,0,0,0
"ENSG00000264595",0,0,0,0,0,0
"ENSG00000266014",0,0,0,0,0,0
"ENSG00000265717",0,0,0,0,0,0
"ENSG00000264212",0,0,0,0,0,0
"ENSG00000266614",0,0,0,0,0,0
"ENSG00000101493",0.0319369290538268,0.0070452255579013,0.0574030395542607,0.0307267745135453,0.00385158202754206,0.0204819362527122
"ENSG00000263982",0,0,0,0,0,0
"ENSG00000265778",0.00481020738177156,0.000950075255719509,0,0.00173098973207327,0.00194113031095725,0
"ENSG00000275763",0.000542398058467093,0,0.0016333866946557,0,0,0
"ENSG00000266256",0.00131957157360507,0.000472292759280284,0.0016687822891576,0.00348308234226671,0.00177411889666879,0
"ENSG00000266312",0,0,0,0,0,0
"ENSG00000276397",0,0,0,0,0,0
"ENSG00000264278",0.0010685229205239,0.00283386632649546,0.00328549278133258,0.00257175893762524,0.00374715073903159,0.00521625521950076
"ENSG00000278107",0.00348328476688356,0.00235102961945225,0.00251757267319925,0.000855626454875464,0,0
"ENSG00000130856",0.0184675110434431,0.0217171899883197,0.0215754910573001,0.0381134707263719,0.0109460780373139,0.0312501531606502
"ENSG00000266844",0.000277425231099643,0.000943472745463365,0.000851400372400173,0.000860530252387999,0,0
"ENSG00000197971",0.0853830906844583,0.271906799922521,0.232640943562698,0.0651175630151739,0.0379328292348608,0.311706908147538
"ENSG00000275178",0,0.000953986789681386,0,0,0,0
"ENSG00000278330",0,0.000477554142784271,0.00828695466157322,0,0.00165510092761999,0
"ENSG00000265844",0,0,0,0,0,0
"ENSG00000166573",0.00026405122127244,0,0,0,0,0
"ENSG00000264015",0,0,0,0,0,0
"ENSG00000264693",0,0.000476552100591478,0,0,0,0
"ENSG00000265843",0,0,0,0,0,0
"ENSG00000264334",0,0,0,0,0,0
"ENSG00000266213",0,0,0,0,0,0
"ENSG00000265644",0,0,0,0,0,0
"ENSG00000265378",0,0,0,0,0,0
"ENSG00000266273",0,0,0,0,0,0
"ENSG00000266586",0,0,0,0,0,0
"ENSG00000265101",0,0,0,0,0,0
"ENSG00000263146",0,0,0,0,0,0
"ENSG00000256463",0,0,0.000820811385103174,0,0,0
"ENSG00000166377",0.0229218102312475,0.0406605596070517,0.0436198643498946,0.0458109115314068,0.0322846565199716,0.0754925433027046
"ENSG00000267628",0,0,0,0,0,0
"ENSG00000267015",0,0,0,0,0,0
"ENSG00000131196",0.00189370507555829,0.0297904062184275,0.0346816158239037,0.124399987158168,0.0201836472791167,0.0518500383871264
"ENSG00000275186",0,0,0,0,0,0
"ENSG00000267409",0,0,0,0,0,0
"ENSG00000178412",0,0,0,0,0,0
"ENSG00000274828",0.0034811995857707,0.00236489688102323,0.00408750176397926,0.00871473154293632,0,0
"ENSG00000060069",0.0153530415347724,0.0311941400576859,0.0216193643318342,0.0239494666673218,0.0333035254453371,0.0466894410204775
"ENSG00000266901",0,0,0,0,0,0
"ENSG00000266924",0,0,0,0,0,0
"ENSG00000267780",0,0,0.000832765910261892,0,0,0
"ENSG00000178342",0,0,0.00333130146405533,0.000863360198621277,0,0
"ENSG00000278075",0.00240733932711597,0,0.000834888169914325,0,0,0
"ENSG00000122490",0.516971374514398,0.0273343094366203,0.119016243598037,0.088247093013226,0.0569849871285642,0.0620482717667745
"ENSG00000226742",0.342468269839871,0.022259366818238,0.0598100757018306,0.132502129728105,0.011038569220062,0.0211259427329416
"ENSG00000141759",0.269427170036443,0.142220524566963,0.193830225030069,0.217768209494786,0.793659827686308,0.368340042156459
"ENSG00000267127",0.000803808230218238,0.000952823013449564,0,0.00168050406699812,0,0
"ENSG00000101546",0.113141091620667,0.0227177977351713,0.0207001646961721,0.067081880837002,0.0987050833759743,0.0774449618436104
"ENSG00000261126",0.00110456304740328,0,0.0024059622464292,0.0015905684651472,0,0
"ENSG00000101544",0.0557226291253214,0.0168970628754235,0.0289128416289103,0.0570277436166218,0.0216229106605939,0.0622695423425245
"ENSG00000267270",0.00374789307934649,0,0.00329793578393121,0.00683695024955078,0.00372507256561702,0
"ENSG00000178184",0.00505414622772206,0.00140780681387245,0.00161410112898267,0.0362497570114398,0,0.00531113654237436
"ENSG00000267251",0,0,0,0,0,0
"ENSG00000178591",0,0,0,0,0,0
"ENSG00000125788",0,0,0,0,0,0
"ENSG00000088782",0,0,0,0,0,0
"ENSG00000185982",0,0,0,0,0,0
"ENSG00000125903",0,0,0,0,0,0
"ENSG00000186458",0.00159568645864216,0,0,0.000874923583115606,0,0
"ENSG00000272874",0,0,0,0,0,0
"ENSG00000196476",0.00984528934199732,0.00896451322921458,0.0107269312483211,0.0412401165715774,0.0196988246261558,0.0209018758626818
"ENSG00000247315",0.0292340607603321,0.032176954661777,0.0284186505060873,0.0912730724986429,0.0545840162414446,0.0836369965864576
"ENSG00000225377",0.00298441425981775,0.00382059227143278,0.00251587602473856,0.0113868073988616,0.00180579520372895,0.00522095351299518
"ENSG00000177732",0.0203925767210455,0.00426414321705795,0.00410761066640781,0.0384465046824658,0.0169546347478951,0.0154544987230646
"ENSG00000125841",0.00107493093679338,0.00234563942198382,0.00167812598177512,0.0206663034945363,0.00751549381214168,0.015745667008984
"ENSG00000101255",0.0889411583543834,0.0343649958557398,0.00918269763409666,0.0277031576379915,0.0427476777234691,0.035385813389395
"ENSG00000125826",0.365445686496799,0.237909624826003,0.199791167195652,0.264438808168734,0.151908727755845,0.299268421560578
"ENSG00000125875",0.057324006231135,0.0580081599296546,0.0506127698884039,0.103280563301342,0.124485039277492,0.151710779581202
"ENSG00000101266",0.0868842222058501,0.0683654481724743,0.113532775200056,0.1185963019967,0.151049777878021,0.20030284111214
"ENSG00000125878",0,0.000477940000097234,0,0.0270250292478542,0.00186735598162554,0
"ENSG00000271303",0.000826010557563095,0.00189942411813756,0,0.000892706116576632,0.00537592017703895,0.00535199366725873
"ENSG00000270299",0,0,0,0,0,0
"ENSG00000215397",0,0,0,0,0,0
"ENSG00000101276",0,0,0,0.00252411417618776,0,0
"ENSG00000125898",0.00107006796107659,0.0542733380128283,0.10628823125234,0.0619460847258695,0.040174752661883,0.226571497661645
"ENSG00000101280",0,0,0,0,0,0
"ENSG00000101282",0.000545861523084417,0,0,0,0,0
"ENSG00000125818",0.197285779151813,0.142035382467542,0.160297560480783,0.191523831435023,0.305228661913506,0.527178035961792
"ENSG00000125895",0.00246015615463389,0,0.00164980737144616,0.0113245852607632,0,0
"ENSG00000215595",0,0,0,0,0,0.00519550633792998
"ENSG00000244588",0,0,0,0,0,0
"ENSG00000101298",0,0.00237123580532669,0,0.00936846275723899,0.00196214217573282,0
"ENSG00000125775",0.0141884141108851,0.00562690552896168,0.00496350507073203,0.0665960977247145,0.00372872389120138,0.00507701922797787
"ENSG00000274322",0,0,0,0.000805373687402751,0,0
"ENSG00000234684",0.00836495673303224,0.00657373774857185,0.00911688937918396,0.00339982524074462,0.0112774099229256,0.00499513060958831
"ENSG00000229728",0.00105841530386492,0.000472921600986539,0.00249266447566269,0.00418128207516015,0.00184675775072154,0
"ENSG00000088832",0.31645428426429,0.357603077471071,1.57072530949271,2.17724637610071,1.11571287851559,0.92951818419079
"ENSG00000088833",0.114339130554845,0.051014701170349,0.127561938753732,0.135091752225471,0.171962250237884,0.194597324906302
"ENSG00000196209",0.000277098103561686,0.000950026708155238,0.0587166894723643,0.0042557454103774,0.00194174941044176,0.00512008583155835
"ENSG00000125900",0.000266315810262692,0,0.0108569520906415,0.000853802651668258,0,0
"ENSG00000260861",0,0,0.000837919947122948,0,0,0
"ENSG00000101307",0.000525854956331598,0.00284337234536113,0.0848836866047176,0.00615897161638699,0.0019325199847241,0.00488367483424143
"ENSG00000089012",0.000281852846638486,0.0756702648358972,0.00254399725429629,0.00430616208389858,0.00184835758057782,0.10581541538436
"ENSG00000237914",0,0,0,0,0,0
"ENSG00000276649",0.000524649621351071,0,0.00585541744548104,0.00676616221880181,0,0
"ENSG00000198053",0.0815405039792085,0.00379795434440425,0.163094505445226,0.0902927216294959,0.0095747076840735,0.0245235006959113
"ENSG00000233896",0,0.000478148429824212,0.000839078132754198,0,0,0
"ENSG00000101327",0,0,0,0,0,0
"ENSG00000125834",0.0291165855628025,0.0132241660843706,0.0173980346473078,0.0376162492445253,0.0182631150694448,0.0322234347312786
"ENSG00000226644",0.00664143929795752,0.000944709252010917,0,0.00261276289381707,0,0
"ENSG00000125780",0.000265191908220409,0,0,0,0,0
"ENSG00000166948",0,0,0,0,0,0
"ENSG00000125835",0.174573737358754,0.434159658948118,0.294217624687244,0.353429803768565,1.36725241102467,1.56016652254065
"ENSG00000256566",0,0,0,0,0,0
"ENSG00000088876",0.00998794071748926,0.00471396830512424,0.00409531595762452,0.00789455524092662,0.00916244779814348,0.00469504126029205
"ENSG00000149488",0,0,0,0,0,0
"ENSG00000101361",0.116420368696747,0.149698390456884,0.133265085737921,0.205970993229392,0.614766475901468,0.441652072411917
"ENSG00000101365",0.16018047994024,0.133100431949494,0.16792413236757,0.192265212641533,0.233914088702105,0.29706631566903
"ENSG00000228293",0,0.00141374333504588,0.000812395857172554,0.000766569446706731,0,0
"ENSG00000088881",0.0151298670123913,0.00379114121131946,0.00162442537032901,0.0362289484875681,0,0.00532921595460564
"ENSG00000088882",0,0.00140655415730926,0,0.00176971226814937,0.00195371791013617,0.0104127406154715
"ENSG00000241690",0,0,0,0,0,0
"ENSG00000258713",0,0,0,0,0,0
"ENSG00000198326",0,0,0,0,0,0
"ENSG00000132635",0.0379010334305789,0.0227183508374787,0.0264297668774195,0.0454894516085327,0.0258814944227162,0.0415407375781842
"ENSG00000215305",0.0437594250258888,0.0511388798267471,0.0519932348087215,0.0510597762870503,0.0759362052272345,0.0921770534155953
"ENSG00000132670",0.0899306195567573,0.134310389593009,0.104505326188671,0.202297473163822,0.168122598412985,0.248038843588304
"ENSG00000125787",0.000529475129577711,0,0,0,0,0
"ENSG00000125901",0.342514069801762,0.0992331570158255,0.068632942365644,0.154539026070292,0.298892106632645,0.189941521593577
"ENSG00000101405",0.115778812062285,0.00237560253559804,0.000853042674463476,0.00091058237157548,0.0128864895751735,0
"ENSG00000101200",0.0061334081517287,0,0,0,0,0
"ENSG00000235958",0,0,0,0,0,0
"ENSG00000185019",0.0131411667294002,0.00944828404112131,0.0132007465953957,0.0182262711441617,0.0109985794052263,0.00976941127129062
"ENSG00000215251",0.0280433267812941,0.0212244811617449,0.0173611107191829,0.0293587574133122,0.0387226066724884,0.0350532546086582
"ENSG00000088899",0.0189168398733307,0.000940515055551327,0.00078480154726169,0.0170541402739357,0,0
"ENSG00000198171",0.357912805023913,0.127453515009785,0.174625612297745,0.250430724111378,0.28989892538861,0.154890452723588
"ENSG00000125877",0.0942948437951198,0.130063809663096,0.121993156825462,0.114445064502658,0.236700336789581,0.213104359385791
"ENSG00000088836",0.000253160090450181,0,0,0.00355733774734957,0,0.00541884422250727
"ENSG00000277287",0.000264757999698448,0.0004731151142253,0,0,0,0
"ENSG00000088854",0.00669100529715256,0.0189516181861433,0.0987077043904439,0.101183710312731,0.0127924971993673,0.0262875826499895
"ENSG00000088812",0.136385842973208,0.0127792352163011,0.0423215430133818,0.0720361255257591,0.0263139486230643,0.0208455775775859
"ENSG00000125861",0,0,0,0,0,0
"ENSG00000149451",0,0,0.000851353206417613,0.00531961876025383,0,0
"ENSG00000088827",0.000800590444094335,0.00140813706567659,0.281863224694534,0.00602572146021533,0,0
"ENSG00000132622",0.00107073997595177,0.00142703273421626,0.0024957300292277,0.0781708403105294,0.00193026577072677,0
"ENSG00000101220",0.0511482599113834,0.0475655883023095,0.344604056256456,0.0784860403289504,0.143980329746572,0.229819675574245
"ENSG00000101222",0.000552547138940026,0.000478961499289647,0,0.00174063303946767,0,0
"ENSG00000125817",0.0737396393650476,0.0264024889254446,0.0711130186493792,0.0795562819629054,0.0332238872300389,0.0850392717569284
"ENSG00000101224",0.0372112765564508,0.0660712393559221,0.0420895940569092,0.0505303725493577,0.219288792907081,0.758577619859262
"ENSG00000275491",0.00107723673474153,0.00142941952715055,0.000814941821152873,0.0017450110434658,0.00195631150241898,0
"ENSG00000125843",0.0251262090224832,0.0189212186782677,0.018905825628688,0.0334838179153374,0.0420265413902087,0.0751211967319348
"ENSG00000088888",0.127311011912631,0.0594436944104845,0.1117666300728,0.20453454041317,0.0760265920769229,0.118459718867135
"ENSG00000229539",0.00188561326220245,0.0146093081484094,0.010731619451707,0.0102837087832163,0.0127951247095484,0.0202676384402397
"ENSG00000125779",0.0399879462714032,0.0463199578495893,0.154929583103897,0.0939383751854279,0.0856746685421588,0.189817686427287
"ENSG00000275582",0,0.000477149176188731,0,0,0.00173371912903939,0
"ENSG00000101236",0.00266393887537994,0.0259664561421807,0.0673622858723043,0.0675019720797197,0.00569015900897444,0.0252972945846427
"ENSG00000205300",0,0,0,0,0,0
"ENSG00000088826",0.00599035907629412,0.00474648128044247,0.00652721940335481,0.0635760179844957,0.0922322187816074,0.170371955766664
"ENSG00000230176",0,0,0,0.00326601989236015,0.00192055931829796,0
"ENSG00000171873",0,0,0,0,0,0
"ENSG00000236387",0,0,0,0,0,0
"ENSG00000238282",0,0,0,0,0,0
"ENSG00000171867",0.098105054659178,0.0813497195054043,0.651944032199105,0.193428022554866,0.0319004557440649,0.097116014363267
"ENSG00000171864",0,0.00047183743587641,0,0,0,0
"ENSG00000180259",0,0,0,0,0,0
"ENSG00000278595",0,0,0,0,0,0.00524998193114019
"ENSG00000101265",0.0019388028759295,0.0292050820778228,0.251125956451044,0.0416021777643566,0.0411472517088378,0.0864961877935506
"ENSG00000089057",0.205779583841155,0.0193556294454135,0.0900000233975385,0.0732501180618854,0.0286224092996417,0.0100949036471574
"ENSG00000277087",0.000275633377405105,0,0.000845356956385659,0.00158572636096668,0,0
"ENSG00000276768",0,0,0,0,0,0
"ENSG00000278816",0.00026459706725709,0,0,0,0,0
"ENSG00000277425",0,0.00189168280811454,0,0.000862527690188864,0,0
"ENSG00000089063",0.420998581129914,0.352959174335092,0.471323278190401,0.500152717054762,0.659196025400147,0.643033792568563
"ENSG00000132646",0.0809573417244403,0.0689039833719585,0.0512252732091929,0.117703711236568,0.461002183831506,1.9219805038528
"ENSG00000101290",0.0582329648615486,0.0793526038914632,0.103355425412857,0.109087125845789,0.0999738962701701,0.14433742081691
"ENSG00000101292",0,0,0,0,0,0
"ENSG00000276688",0,0,0,0,0,0
"ENSG00000226995",0,0,0,0,0,0
"ENSG00000230563",0,0,0,0.000807178943996603,0,0
"ENSG00000205181",0,0,0.000809229690467348,0.00354047809178388,0.00178913075834538,0
"ENSG00000266908",0,0,0,0,0,0
"ENSG00000225640",0,0,0,0,0,0
"ENSG00000235820",0,0,0,0,0,0
"ENSG00000125772",0.0392334564873946,0.0577088180998259,0.197024637711087,0.0729555048916641,0.101994280680451,0.163844196437889
"ENSG00000171984",0.00913253010133844,0.0475415904825074,0.0432034878992424,0.0221565605625025,0.118299611544432,0.167152906652649
"ENSG00000089199",0.000827915033032827,0.00141941816931831,0.000807068337222725,0,0,0
"ENSG00000089195",0.0525828665731791,0.0392250174510249,0.0447763390203385,0.0300446721259,0.140351383501784,0.0459515003997578
"ENSG00000125885",0.00537932953125653,0.00947310029640587,0.00663352550140349,0.012923409375949,0.0565982231905294,0.0671760301276037
"ENSG00000278719",0,0,0,0,0,0
"ENSG00000275632",0.000541160221748886,0.000473967568070394,0.00165537983572288,0,0.00363258647719601,0
"ENSG00000088766",0.603814782542411,0.059485343988214,0.114685440455271,0.121169201951896,0.158394393699103,0.119154542026225
"ENSG00000125872",0,0,0,0.00175136872062177,0,0
"ENSG00000278192",0,0,0,0,0,0
"ENSG00000101311",0.00108629053142001,0,0,0.00595141312729073,0,0
"ENSG00000229876",0,0,0,0,0.00195899787036353,0
"ENSG00000228482",0,0,0,0,0,0
"ENSG00000125845",0.0102440299745937,0.00190106055940551,0.00166440724815597,0.175090604162962,0.00194620245111526,0
"ENSG00000232271",0,0,0,0,0,0
"ENSG00000228888",0.00562018710310138,0,0,0.000840212565694375,0,0
"ENSG00000238102",0.0212813089517504,0,0,0.00083254717898619,0,0
"ENSG00000261249",0,0,0,0,0,0
"ENSG00000224711",0,0,0,0,0,0
"ENSG00000101323",0.877923739103287,0.0104173200972531,0.0218831672518931,0.0218494583781121,0.0149662154050496,0.0267878272864712
"ENSG00000125827",0.155505388745036,0.162361012402532,0.0955225592978474,0.233866252310304,0.0687824069615027,0.277630071604532
"ENSG00000229766",0.000273044950695072,0,0,0,0,0
"ENSG00000182621",0.0085119192924731,0.0244941108138199,0.0183576907989867,0.198672789173379,0.00378829431393971,0.0258552496414274
"ENSG00000101333",0,0,0,0.00516835517862955,0,0
"ENSG00000225988",0,0,0,0,0.00193627365652187,0
"ENSG00000125869",0,0,0.000825166973962852,0.000896700204201898,0.0591176192318594,0
"ENSG00000101349",0.000249645041642767,0,0,0.0102932674638534,0,0
"ENSG00000232738",0,0,0,0,0,0
"ENSG00000243961",0,0,0,0,0,0
"ENSG00000132623",0.0250595555834987,0.00285778259342283,0.000816362940856011,0.00439855842377406,0.00381999924390694,0.00520637030773576
"ENSG00000227906",0.00418146735729945,0,0,0,0,0
"ENSG00000230506",0,0,0,0,0,0
"ENSG00000232448",0,0,0,0,0,0
"ENSG00000132639",0.000545348309310989,0,0,0.00667344788988277,0,0
"ENSG00000125863",0.515839958599752,0.0802649559439175,0.173503249773297,0.277323843581534,0.333738705677886,0.276368141328733
"ENSG00000149346",0.0182445044705697,0.0198270645598467,0.0198232589042182,0.0590811384553668,0.0469669243663767,0.0619006730430019
"ENSG00000101384",0.00484407376772969,0.000943583627603383,0.00997948205763376,0.196752075331711,0.0017921667589568,0
"ENSG00000270792",0.000264927010377455,0,0.000833202052784107,0,0,0
"ENSG00000224961",0.000270761946573553,0,0,0.00266243043142826,0,0
"ENSG00000234900",0.000265016374453991,0,0,0,0,0
"ENSG00000232900",0,0,0,0,0,0
"ENSG00000270777",0,0,0,0.000905708201603325,0,0
"ENSG00000125899",0,0,0,0,0,0
"ENSG00000230990",0,0,0,0,0,0
"ENSG00000282478",0,0,0,0,0,0
"ENSG00000261411",0.001082530391442,0,0,0,0,0
"ENSG00000228422",0,0,0,0,0,0
"ENSG00000132640",0.0237414246050944,0.0019061615914944,0.011591592265376,0.106735789249342,0.00567245449298607,0.00993905421760119
"ENSG00000236526",0,0,0.000857011194965721,0.00612572623306698,0,0.00516374636641245
"ENSG00000235292",0,0,0,0,0,0
"ENSG00000230437",0.000278197368562853,0,0,0,0,0
"ENSG00000233048",0,0,0,0,0,0
"ENSG00000269931",0,0,0,0,0,0
"ENSG00000234265",0,0,0,0,0,0
"ENSG00000172296",0.0585621537498211,0.00898871209483731,0.00751204731273183,0.00782607859930864,0.0019366193168663,0
"ENSG00000101230",0.00743954898878553,0.000939025102152164,0,0,0,0
"ENSG00000226263",0,0,0,0,0,0
"ENSG00000225956",0,0,0,0,0,0
"ENSG00000278153",0,0,0,0,0,0
"ENSG00000089123",0.0175198213797413,0.0217130514656044,0.00834669468305145,0.0257660135417797,0.034537849320477,0.0205780912513983
"ENSG00000089048",0.142868997939008,0.0979127206664526,0.105982905195182,0.184916259047379,0.151756096722535,0.102147030314472
"ENSG00000101247",0.0306093147022566,0.0207999818325049,0.025697943143292,0.0200331857065806,0.0533414827344795,0.00983796793108007
"ENSG00000101251",0,0,0,0,0,0
"ENSG00000172264",0.0131762666750087,0.00331785537479844,0.000855024917611957,0.0376335792840826,0.00177427137943878,0
"ENSG00000125848",0.0244206945851448,0.00142619040136237,0.000803906125776665,0.0259855194950498,0,0
"ENSG00000235914",0,0,0,0,0,0
"ENSG00000237832",0,0,0,0,0,0
"ENSG00000225181",0,0,0,0,0,0
"ENSG00000089177",0.0435433388427866,0.00991088873477881,0.0348056489348085,0.0446361106138828,0.0186213922185644,0.019691240664362
"ENSG00000273998",0.00106872422452102,0,0,0,0,0
"ENSG00000275728",0,0,0,0,0,0
"ENSG00000125870",0.39841936042836,0.408743484184955,0.458999273966846,0.550269914394705,0.81372842417807,1.06748392641987
"ENSG00000125879",0,0,0,0,0,0
"ENSG00000236985",0,0,0.00489549151923154,0,0,0
"ENSG00000125851",0,0,0,0.0115651330534667,0,0
"ENSG00000125864",0.000527629662587611,0.000942415784485885,0,0.0130143347977037,0,0.00964651685614138
"ENSG00000125868",1.57825158737515,0.254600858445952,0.422589643889677,1.93628873230429,0.882913201267175,0.548681136256018
"ENSG00000125844",0.775807092281321,0.0590350588343704,0.167266098515354,0.480340942053196,1.25520343387137,0.118022889625076
"ENSG00000125888",0.000257319428767773,0,0,0.00088492173957491,0,0
"ENSG00000233625",0,0,0,0,0,0
"ENSG00000089006",0.113822632709023,0.108581760362739,0.509733702328932,0.467767505981033,0.470114940231896,0.389738357072083
"ENSG00000125850",0,0,0,0.00525005009842595,0,0
"ENSG00000125871",0.0273157449294009,0.0320313862293968,0.102746131548054,0.078638125896162,0.0764496004068063,0.236753961364232
"ENSG00000229262",0,0,0,0,0,0
"ENSG00000232838",0.0754814283582999,0.0274070607733427,0.0405724064427964,0.0548442074113943,0.104738483266538,0.0965056341558315
"ENSG00000149474",0.0310704356417217,0.0118259868127805,0.0141341651998092,0.0267368047354162,0.0257713321226572,0.0209379919482389
"ENSG00000125846",0.0118605680698116,0.00759555288643766,0.00900817676517529,0.0207808327067259,0.0163017228682577,0.015521288196472
"ENSG00000237259",0,0,0,0,0,0
"ENSG00000230010",0,0,0,0,0,0
